Text,Entities
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
OpenAI Amazon John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
Amazon Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Google 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2023 David London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
2022 Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}]"
Tesla Google.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
Paris Amazon OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
"Tesla Boston March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
John January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}]"
"Sara January 2023 March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}, {'entity': 'DATE', 'start': 18, 'end': 32}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Amazon 2023 OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}]"
London Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Google OpenAI OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
Amazon Alice David.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2022 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Amazon January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
Emma OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google 2024 New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 20}]"
New York Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
New York London.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}]"
"March 15, 2021 Amazon.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
San Francisco Paris London.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 19}, {'entity': 'LOC', 'start': 20, 'end': 26}]"
January 2023 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Boston 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Emma San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 18}]"
Alice 2023 David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 16}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google David Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}]"
John OpenAI Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Microsoft San Francisco Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 23}, {'entity': 'PERSON', 'start': 24, 'end': 29}]"
OpenAI Paris New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 21}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"March 15, 2021 New York David.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}, {'entity': 'PERSON', 'start': 24, 'end': 29}]"
Amazon 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
New York San Francisco Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 22}, {'entity': 'LOC', 'start': 23, 'end': 28}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Microsoft Tesla January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 15}, {'entity': 'DATE', 'start': 16, 'end': 28}]"
OpenAI San Francisco OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 27}]"
2022 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
"Paris 2023 March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 25}]"
Google New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
Emma David London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
Tesla New York New York.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
Amazon 2023 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
Paris Boston Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 22}]"
John David.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Amazon January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Amazon Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
OpenAI OpenAI John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google London.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Paris 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Alice San Francisco San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}, {'entity': 'LOC', 'start': 20, 'end': 33}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Paris Michael New York.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 22}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
"March 15, 2021 New York.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2022 2022 London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}]"
New York January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 21}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
January 2023 Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
Boston Emma Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 21}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Tesla OpenAI Google.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2023 Tesla Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
2022 Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
New York Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Emma Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
"Paris January 2023 March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 18}, {'entity': 'DATE', 'start': 19, 'end': 33}]"
January 2023 2022 Alice.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}, {'entity': 'PERSON', 'start': 18, 'end': 23}]"
Microsoft Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Google Paris Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"March 15, 2021 2023 OpenAI.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}, {'entity': 'ORG', 'start': 20, 'end': 26}]"
"Boston 2023 March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 26}]"
New York David.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 14}]"
OpenAI 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
John 2023 Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
"Paris Tesla March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 26}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
New York Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 18}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
"Paris March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 20}]"
London Emma January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
2022 Michael.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 12}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2024 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Google San Francisco 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
San Francisco Alice.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 19}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Paris John.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
OpenAI Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
January 2023 Alice.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Google John Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
"Amazon March 15, 2021 John.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 26}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
London New York 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}, {'entity': 'DATE', 'start': 16, 'end': 20}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Alice Microsoft.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 15}]"
Emma 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Boston Boston Alice.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 19}]"
2024 Sara.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Michael London.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 14}]"
2022 Tesla Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 20}]"
"Emma March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
"March 15, 2021 Boston Sara.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 26}]"
January 2023 Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
Amazon Michael 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
2023 Amazon Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 17}]"
Michael Google John.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}]"
Google Boston Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
"Boston March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}]"
"Microsoft 2024 March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 29}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Sara Paris Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
San Francisco 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}]"
Amazon Amazon John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
San Francisco 2023 Michael.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}, {'entity': 'PERSON', 'start': 19, 'end': 26}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"Alice March 15, 2021 2023.","[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
2024 Michael.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 12}]"
"March 15, 2021 January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}]"
New York 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
"2023 March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
Google David.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
San Francisco January 2023 Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}, {'entity': 'ORG', 'start': 27, 'end': 32}]"
January 2023 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
Alice 2023 Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
Amazon 2024 Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Boston San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}]"
Alice January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 18}]"
New York 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
Boston Boston 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}]"
Boston January 2023 John.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}, {'entity': 'PERSON', 'start': 20, 'end': 24}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
John Google Microsoft.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 21}]"
John David New York.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 19}]"
"March 15, 2021 January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
January 2023 January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 25}]"
Microsoft Amazon David.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}, {'entity': 'PERSON', 'start': 17, 'end': 22}]"
London London OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
New York 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco Google Alice.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}, {'entity': 'PERSON', 'start': 21, 'end': 26}]"
2023 January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}]"
David Google 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
Tesla OpenAI Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021 Alice.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 20}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
San Francisco Amazon Alice.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}, {'entity': 'PERSON', 'start': 21, 'end': 26}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
2024 2024 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}]"
2022 New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Tesla Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}]"
